,Unnamed: 0.1,level_0,index,Unnamed: 0,Unnamed: 0.2,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Developer/Publisher country
4965,4965,4965,5178,5178,5178,GRID 2,X360,2013.0,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,Codemasters,E,United Kingdom
4966,4966,4966,5179,5179,5179,Trivial Pursuit,PS2,2009.0,Other,Electronic Arts,0.09,0.01,0.0,0.17,0.27,,,tbd,5.0,Electronic Arts,E,United States of America
4967,4967,4967,5180,5180,5180,Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51.0,8.0,6,7.0,THQ,M,United States of America
4968,4968,4968,5181,5181,5181,Need for Speed: The Run,Wii,2011.0,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Electronic Arts,E10+,United States of America
4969,4969,4969,5183,5183,5183,Need for Speed: Most Wanted,WiiU,2013.0,Racing,Electronic Arts,0.13,0.12,0.0,0.02,0.27,,,3.2,3.0,Electronic Arts,,United States of America
4970,4970,4970,5184,5184,5184,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,11.0,8.1,7.0,Acclaim Entertainment,E,United States of America
4971,4971,4971,5185,5185,5185,The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,Japan
4972,4972,4972,5186,5186,5186,Mass Effect Trilogy,PC,2012.0,Action,Electronic Arts,0.09,0.16,0.0,0.02,0.27,,,8,60.0,BioWare,M,Canada
4973,4973,4973,5187,5187,5187,Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,Canada
4974,4974,4974,5188,5188,5188,Guitar Hero Live,PS3,2015.0,Other,Activision,0.11,0.12,0.0,0.04,0.27,,,5.1,22.0,Activision,T,United States of America
4975,4975,4975,5189,5189,5189,Beamrider,2600,1984.0,Racing,Activision,0.26,0.01,0.0,0.0,0.27,,,6.6,9.0,Activision,,United States of America
4976,4976,4976,5190,5190,5190,Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0,Sony Computer Entertainment,E,United States of America
4977,4977,4977,5191,5191,5191,Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,22.0,8.5,20.0,Codemasters,T,United Kingdom
4978,4978,4978,5192,5192,5192,Hot Wheels: Track Attack,DS,2010.0,Racing,THQ,0.17,0.08,0.0,0.02,0.27,,,tbd,,THQ,E,United States of America
4979,4979,4979,5193,5193,5193,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9,59.0,Monolith Soft,T,Japan
4980,4980,4980,5194,5194,5194,Iron Man 2,X360,2010.0,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega,T,United States of America
4981,4981,4981,5195,5195,5195,Disgaea 3: Absence of Detention,PSV,,Role-Playing,Nippon Ichi Software,0.11,0.05,0.07,0.03,0.27,78.0,28.0,7.6,116.0,Nippon Ichi Software,T,Japan
4982,4982,4982,5196,5196,5196,Rocky: Legends,PS2,2004.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,8.6,12.0,Ubisoft,T,France
4983,4983,4983,5197,5197,5197,NickToons: Racing,GBA,2002.0,Racing,Infogrames,0.19,0.07,0.0,0.0,0.27,78.0,4.0,tbd,,Crawfish Interactive,E,United Kingdom
4984,4984,4984,5198,5198,5198,iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,0.25,0.0,0.0,0.02,0.27,,,tbd,,Big Blue Bubble,E,Canada
4985,4985,4985,5199,5199,5199,EyePet,PSP,2010.0,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,57.0,19.0,tbd,14.0,SIE London Studio,E,United Kingdom
4986,4986,4986,5200,5200,5200,Flag Capture,2600,,Action,Atari,0.25,0.02,0.0,0.0,0.27,,,3.6,7.0,Atari,,United States of America
4987,4987,4987,5202,5202,5202,G-Force,PS2,2009.0,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27,,,tbd,1.0,Disney Interactive Studios,E10+,United States of America
4988,4988,4988,5203,5203,5203,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,Namco,E,Japan
4989,4989,4989,5204,5204,5204,F1 Race Stars,X360,2012.0,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters,E,United Kingdom
4990,4990,4990,5205,5205,5205,Sing Party,WiiU,2012.0,Other,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,Nintendo,E10+,Japan
4991,4991,4991,5206,5206,5206,Over the Hedge,GBA,2006.0,Platform,Activision,0.19,0.07,0.0,0.0,0.27,49.0,11.0,tbd,5.0,Vicarious Visions,E,United States of America
4992,4992,4992,5207,5207,5207,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Adventure,Focus Home Interactive,0.09,0.14,0.0,0.04,0.27,,,6.8,68.0,Focus Home Interactive,,France
4993,4993,4993,5208,5208,5208,Sengoku Basara 4,PS3,2014.0,Action,Capcom,0.0,0.0,0.27,0.0,0.27,,,7.4,1.0,Capcom,,Japan
4994,4994,4994,5209,5209,5209,Disney's Chicken Little,GC,2005.0,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,67.0,12.0,tbd,6.0,Disney Interactive Studios,E10+,United States of America
4995,4995,4995,5210,5210,5210,NHL 07,X360,2006.0,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.3,167.0,EA Sports,E10+,United States of America
4996,4996,4996,5211,5211,5211,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,81.0,39.0,5,346.0,Frontier Developments,E,United Kingdom
4997,4997,4997,5212,5212,5212,Ty the Tasmanian Tiger,GC,2002.0,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,8.7,15.0,Krome Studios,E,Australia
4998,4998,4998,5213,5213,5213,WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,7.5,6.0,Natsume,E,Japan
4999,4999,4999,5215,5215,5215,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.4,20.0,Square Enix,T,Japan
5000,5000,5000,5216,5216,5216,NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports,E,United States of America
5001,5001,5001,5217,5217,5217,BloodRayne 2,PS2,2004.0,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26.0,8.5,21.0,Terminal Reality,M,United States of America
5002,5002,5002,5218,5218,5218,Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,Electronic Arts,E,United States of America
5003,5003,5003,5219,5219,5219,The Club,X360,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63.0,6.8,43.0,Bizarre Creations,M,United Kingdom
5004,5004,5004,5220,5220,5220,NHL 2002,XB,2001.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17.0,8.8,5.0,EA Sports,E,United States of America
5005,5005,5005,5221,5221,5221,LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,Warner Bros. Interactive Entertainment,E10+,United States of America
5006,5006,5006,5222,5222,5222,Lightning Returns: Final Fantasy XIII,X360,2013.0,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,Square Enix,T,Japan
5007,5007,5007,5223,5223,5223,Tiger Woods PGA Tour 07,PSP,2006.0,Sports,Electronic Arts,0.2,0.04,0.0,0.03,0.27,78.0,23.0,tbd,3.0,Electronic Arts,E,United States of America
5008,5008,5008,5224,5224,5224,NBA Jam 99,N64,1998.0,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,,,6.0,3.0,Acclaim Entertainment,,United States of America
5009,5009,5009,5225,5225,5225,Shadow Man,N64,1999.0,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,,,6.6,12.0,Acclaim Entertainment,,United States of America
5010,5010,5010,5226,5226,5226,Command & Conquer,N64,1999.0,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27,,,7.0,31.0,Nintendo,,Japan
5011,5011,5011,5227,5227,5227,Shadow of Rome,PS2,2005.0,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.3,62.0,Capcom,M,Japan
5012,5012,5012,5230,5230,5230,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Activision,E,United States of America
5013,5013,5013,5231,5231,5231,Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8,28.0,Electronic Arts,E10+,United States of America
5014,5014,5014,5232,5232,5232,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,Canada
5015,5015,5015,5233,5233,5233,Stuntman: Ignition,PS2,2007.0,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,THQ,T,United States of America
5016,5016,5016,5234,5234,5234,Monopoly,DS,2010.0,Other,Electronic Arts,0.15,0.09,0.0,0.02,0.27,,,tbd,2.0,Electronic Arts,,United States of America
5017,5017,5017,5235,5235,5235,Gun,X360,,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,75.0,53.0,7.5,57.0,Activision,M,United States of America
5018,5018,5018,5236,5236,5236,NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,United States of America
5019,5019,5019,5237,5237,5237,Fantastic 4,XB,2005.0,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,Activision,T,United States of America
5020,5020,5020,5238,5238,5238,Mat Hoffman's Pro BMX,GBA,2001.0,Sports,Activision,0.19,0.07,0.0,0.0,0.27,71.0,11.0,tbd,1.0,Activision,E,United States of America
5021,5021,5021,5239,5239,5239,Rapala Pro Bass Fishing 2010,PS3,2010.0,Sports,Activision,0.18,0.05,0.0,0.03,0.27,,,8.5,4.0,FUN Labs,E,Romania
5022,5022,5022,5240,5240,5240,Wipeout 2,X360,2011.0,Other,Activision,0.25,0.0,0.0,0.02,0.27,,,tbd,13.0,Activision,E10+,United States of America
5023,5023,5023,5241,5241,5241,MotoGP,PS2,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6,5.0,Namco,E,Japan
5024,5024,5024,5242,5242,5242,Mass Effect 3,WiiU,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,7.6,596.0,Electronic Arts,,United States of America
5025,5025,5025,5243,5243,5243,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Warner Bros. Interactive Entertainment,T,United States of America
5026,5026,5026,5244,5244,5244,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,Japan
5027,5027,5027,5245,5245,5245,R.U.S.E.,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T,France
5028,5028,5028,5246,5246,5246,Ratatouille: Food Frenzy,DS,2007.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,2.6,3.0,THQ,,United States of America
5029,5029,5029,5247,5247,5247,LEGO Marvel's Avengers,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,,,5.5,8.0,Warner Bros. Interactive Entertainment,E10+,United States of America
5030,5030,5030,5248,5248,5248,Magical Vacation,GBA,2001.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,,,6.2,7.0,Nintendo,,Japan
5031,5031,5031,5249,5249,5249,NBA Live 2004,GC,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9,4.0,EA Sports,E,United States of America
5032,5032,5032,5250,5250,5250,XGIII: Extreme G Racing,PS2,2001.0,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,,,5.6,4.0,Acclaim Entertainment,,United States of America
5033,5033,5033,5251,5251,5251,NASCAR Thunder 2003,XB,2002.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,84.0,13.0,tbd,12.0,EA Sports,E,United States of America
5034,5034,5034,5252,5252,5252,Superbike 2000,PS,1999.0,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,,6.0,2.0,Electronic Arts,,United States of America
5035,5035,5035,5253,5253,5253,Punch-Out!!,Wii,2007.0,Sports,Nintendo,0.0,0.22,0.05,0.0,0.27,,,8.2,302.0,Nintendo,,Japan
5036,5036,5036,5254,5254,5254,Final Fantasy XI: Ultimate Collection,X360,2009.0,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,,tbd,0.0,Square Enix,T,Japan
5037,5037,5037,5256,5256,5256,NFL Street 3,PSP,2006.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,68.0,13.0,tbd,3.0,Electronic Arts,E,United States of America
5038,5038,5038,5257,5257,5257,Pro Evolution Soccer 2013,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.27,,,tbd,2.0,Konami,E,Japan
5039,5039,5039,5258,5258,5258,Alundra 2: A New Legend Begins,PS,1999.0,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,,,5.6,7.0,Activision,,United States of America
5040,5040,5040,5259,5259,5259,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7,4.0,Kuju Entertainment,M,United Kingdom
5041,5041,5041,5260,5260,5260,Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,6.6,43.0,Warner Bros. Interactive Entertainment,,United States of America
5042,5042,5042,5261,5261,5261,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis,T,United States of America
5043,5043,5043,5262,5262,5262,Littlest Pet Shop: Beach Friends,DS,2009.0,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,,tbd,,Electronic Arts,E,United States of America
5044,5044,5044,5263,5263,5263,Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,indieszero,E,Japan
5045,5045,5045,5264,5264,5264,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont Games,T,Bulgaria
5046,5046,5046,5265,5265,5265,Initial D: Special Stage,PS2,2003.0,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,,7.4,11.0,Sega,,United States of America
5047,5047,5047,5266,5266,5266,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T,Australia
5048,5048,5048,5267,5267,5267,NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,10.0,tbd,0.0,Sony Computer Entertainment,E,United States of America
5049,5049,5049,5268,5268,5268,Just Dance Kids 2,Wii,2011.0,Other,Ubisoft,0.25,0.0,0.0,0.02,0.27,,,tbd,3.0,Ubisoft,E,France
5050,5050,5050,5269,5269,5269,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.9,7.0,Electronic Arts,T,United States of America
5051,5051,5051,5270,5270,5270,Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,,,5.6,5.0,Activision,T,United States of America
5052,5052,5052,5271,5271,5271,Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,,5.4,5.0,Sony Computer Entertainment,,United States of America
5053,5053,5053,5272,5272,5272,InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,Eighting,T,Japan
5054,5054,5054,5273,5273,5273,R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7,38.0,Eugen Systems,T,France
5055,5055,5055,5274,5274,5274,Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E,United States of America
5056,5056,5056,5276,5276,5276,Ratatouille,X360,2007.0,Action,THQ,0.23,0.02,0.0,0.02,0.27,56.0,14.0,tbd,0.0,THQ,E,United States of America
5057,5057,5057,5277,5277,5277,MotionSports: Adrenaline,X360,2011.0,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,Ubisoft,E,France
5058,5058,5058,5278,5278,5278,The Dog Island,PS2,2007.0,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,7,6.0,Yuke's,E,Japan
5059,5059,5059,5280,5280,5280,AC/DC LIVE: Rock Band Track Pack,Wii,2008.0,Other,MTV Games,0.24,0.0,0.0,0.02,0.27,,,7.2,5.0,Harmonix Music Systems,T,United States of America
5060,5060,5060,5281,5281,5281,Boogie,DS,2007.0,Other,Electronic Arts,0.24,0.0,0.0,0.02,0.27,58.0,11.0,tbd,7.0,Electronic Arts,E10+,United States of America
5061,5061,5061,5282,5282,5282,Operation Armored Liberty,GBA,2003.0,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,,,tbd,,Majesco Entertainment,T,United States of America
5062,5062,5062,5283,5283,5283,NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,Sony Computer Entertainment,E,United States of America
5063,5063,5063,5284,5284,5284,Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland,M,Poland
5064,5064,5064,5285,5285,5285,My Japanese Coach,DS,2008.0,Other,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,Ubisoft,E,France
5065,5065,5065,5286,5286,5286,Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,tbd,,THQ,E,United States of America
5066,5066,5066,5287,5287,5287,Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,Electronic Arts,E,United States of America
5067,5067,5067,5289,5289,5289,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,TimeGate Studios,T,United States of America
5068,5068,5068,5290,5290,5290,ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,Visual Concepts,E,United States of America
5069,5069,5069,5291,5291,5291,Sesame Street: Cookie's Counting Carnival,DS,2010.0,Other,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,,,5.6,2.0,Warner Bros. Interactive Entertainment,,United States of America
5070,5070,5070,5292,5292,5292,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Activision,M,United States of America
5071,5071,5071,5293,5293,5293,All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+,United States of America
5072,5072,5072,5294,5294,5294,Dungeons & Dragons: Eye of the Beholder,GBA,2002.0,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,,,2.8,7.0,Atari,,United States of America
5073,5073,5073,5295,5295,5295,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7,6.0,Majesco Entertainment,E,United States of America
5074,5074,5074,5296,5296,5296,Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap Games,E10+,United States of America
5075,5075,5075,5297,5297,5297,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,0.19,0.06,0.0,0.02,0.26,,,4.2,6.0,THQ,,United States of America
5076,5076,5076,5298,5298,5298,The House of the Dead 2,DC,1998.0,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,,,7.4,86.0,Sega,,United States of America
5077,5077,5077,5299,5299,5299,Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,Rocksteady Studios,T,United Kingdom
5078,5078,5078,5300,5300,5300,Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M,United States of America
5079,5079,5079,5301,5301,5301,The Incredible Hulk,X360,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Sega,T,United States of America
5080,5080,5080,5302,5302,5302,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,Sega,T,United States of America
5081,5081,5081,5303,5303,5303,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,indieszero,E,Japan
5082,5082,5082,5305,5305,5305,Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,0.09,0.14,0.0,0.03,0.26,,,tbd,,Ubisoft,E10+,France
5083,5083,5083,5306,5306,5306,Petz: Horsez 2,PS2,2007.0,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,tbd,4.0,Ubisoft,E,France
5084,5084,5084,5307,5307,5307,NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26,,,8.3,11.0,FUN Labs,E10+,Romania
5085,5085,5085,5308,5308,5308,Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami,E10+,Japan
5086,5086,5086,5309,5309,5309,Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,Electronic Arts,T,United States of America
5087,5087,5087,5310,5310,5310,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus,T,Japan
5088,5088,5088,5311,5311,5311,Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,0.15,0.09,0.0,0.02,0.26,,,2.8,5.0,Activision,E,United States of America
5089,5089,5089,5312,5312,5312,Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,7.4,53.0,Sony Computer Entertainment,,United States of America
5090,5090,5090,5313,5313,5313,Tales of Eternia,PSP,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.0,0.26,,,7.4,35.0,Ubisoft,,France
5091,5091,5091,5314,5314,5314,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,Media Molecule,E,United Kingdom
5092,5092,5092,5315,5315,5315,MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Midway Games,E10+,United States of America
5093,5093,5093,5316,5316,5316,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus,E10+,Japan
5094,5094,5094,5317,5317,5317,Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,0.26,0.0,0.26,,,6.4,16.0,Sega,,United States of America
5095,5095,5095,5318,5318,5318,Rugrats: I Gotta Go Party,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,,,4.6,2.0,THQ,,United States of America
5096,5096,5096,5319,5319,5319,The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Sega,T,United States of America
5097,5097,5097,5320,5320,5320,Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games,M,Japan
5098,5098,5098,5321,5321,5321,Family Feud: 2010 Edition,DS,2009.0,Other,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,tbd,7.0,Ubisoft,E,France
5099,5099,5099,5323,5323,5323,Bolt,PS2,2008.0,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.26,,,tbd,7.0,Disney Interactive Studios,E10+,United States of America
5100,5100,5100,5324,5324,5324,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010.0,Action,THQ,0.21,0.04,0.0,0.02,0.26,49.0,6.0,tbd,10.0,THQ,E10+,United States of America
5101,5101,5101,5325,5325,5325,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,Ubisoft,E10+,France
5102,5102,5102,5327,5327,5327,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.0,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,,,8.4,8.0,Sega,T,United States of America
5103,5103,5103,5328,5328,5328,Major League Baseball 2K10,Wii,2010.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,53.0,4.0,tbd,2.0,Visual Concepts,E,United States of America
5104,5104,5104,5329,5329,5329,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,55.0,5.0,tbd,,THQ,E,United States of America
5105,5105,5105,5330,5330,5330,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,22.0,8.6,20.0,Spike,T,Japan
